author,content,author_descrition,reactions,comments,comments_number,tags;;;;;;;;;;;;;;;;
"ATEM Astor TANGAPATEM Astor TANGAP,🛡️Unleash Fort Knox-Level Security: Hackers Beware💂‍♂️#alexianetworkfoundation#Cybersecurity#TechSecurity#StaySecure#InnovationGuardians#DigitalFortress#HackersBeware#TechMagic#ClickToFortify#cyberdefense#cyberattack#cyber#learning#growth#growthmindset#computerscience#science#africa#afrique#cybercrime#engineering#sophos#microsoft#microsoft365#googlecloud#google#apple#network#networking#systemsengineering#management#leadership#leadershipdevelopment#hacking#securitymanagement#securityprofessionals#securityGoogleAppleIBMMicrosoftSophosAfricaAfrica Data CentresArizona State UniversityAlexia Network Foundation,Kundalini Achieved | Enterprise Systems Engineer II | Founder | Director: Alexia Network Foundation | Spiritual LeaderKundalini Achieved | Enterprise Systems Engineer II | Founder | Director: Alexia Network Foundation | Spiritual Leader,,,,""['Cybersecurity', 'TechSecurity', 'StaySecure', 'InnovationGuardians', 'DigitalFortress', 'HackersBeware', 'TechMagic', 'ClickToFortify', 'cyberdefense', 'cyberattack', 'cyber', 'learning', 'growth', 'growthmindset', 'computerscience', 'science', 'africa', 'afrique', 'cybercrime', 'engineering', 'sophos', 'microsoft', 'microsoft365', 'googlecloud', 'google', 'apple', 'network', 'networking', 'systemsengineering', 'management', 'leadership', 'leadershipdevelopment', 'hacking', 'securitymanagement', 'securityprofessionals', 'security']""";;;;;;;;;;;;;;;;
"DATAPROTECTDATAPROTECT,""It's incredibly rewarding to see such positive feedback and engagement from our community. Your support fuels our passion for exploring cyber resilience and its vital role in our world. 💻🌐#CyberSecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices#ThankYou"",38 694 abonnés38 694 abonnés,,,,""['CyberSecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices', 'ThankYou', 'Cybersécurité', 'Banque', 'Afrique', 'CyberRésilience', 'Étude', 'Finance']""";;;;;;;;;;;;;;;;
"Abraham D. Montang SADIOAbraham D. Montang SADIO,PARTIE 2 DE L'INTERVIEW@Africa CyberSecurity Mag@Christelle Houeto@followers,IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|,,,,""['CyberInterview', 'IA', 'interview', 'cybersécurité', 'news', 'digital', 'cybersécurité', 'africacybermag']""";;;;;;;;;;;;;;;;
"IPCI AfricaIPCI Africa,""IPCI Africaa le plaisir de vous partager son nouveau catalogue de ses formations autorisées pour l'année 2024.IPCI Africais pleased to share with you its new catalog of its authorized training courses for 2024.For more information, please contact us atcontact@ipci.maor by WhatsApp +212 771 10 50 80.KasperskyCheck Point Software Technologies LtdPECBCisco Networking AcademyOffSec#IPCIAfrica#CyberSecurity#CyberSecurityTraining#Cyber#Cyberdefense#Cyberattacks#Formation#Atc#Maroc#Afrique#africa#morocco#training"",579 abonnés579 abonnés,,,,""['IPCIAfrica', 'CyberSecurity', 'CyberSecurityTraining', 'Cyber', 'Cyberdefense', 'Cyberattacks', 'Formation', 'Atc', 'Maroc', 'Afrique', 'africa', 'morocco', 'training']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""🚨Vous n'avez pas eu l'occasion de découvrir les toutes dernières actualités cruciales concernant la sécurité en ligne ? Ne vous inquiétez pas, car il est encore temps ! Recevez  notre toute dernière newsletter afin de demeurer parfaitement informé quant aux développements marquants de la semaine passée.🟩📝 Optez pour votre abonnement dès aujourd'hui !#Cybersécurité#Africacybermag#Afrique#numérique#News"",8 957 abonnés8 957 abonnés,,,,""['Cybersécurité', 'Africacybermag', 'Afrique', 'numérique', 'News']""";;;;;;;;;;;;;;;;
"Diamond Security ConsultingDiamond Security Consulting,""[EN]  🚨 Breaking News🔆The rush of Israeli cybersecurity companies to MoroccoSince the normalization of relations between Rabat and Tel-Aviv, an increasing number of Israeli cyber defense companies have been showing interest in the Moroccan market, following in the footsteps of Check Point Software, which is already firmly established.Source: Jeune Afriquehttps://lnkd.in/eg5BMvJiEvery Friday, follow the NEWS on cybersecurity. Subscribe, Like, and Share to receive more information 💯Chaque vendredi suivez les NEWS sur la cybersécurité Abonnez vous, Aimez et Partagez pour recevoir plus d’informations 💯Laïcana COULIBALYChrist Olsen MEDEJean-Michel BINIMardochee ZINSONNEFulbert Déttéclaude aurelie Lou"",2 080 abonnés2 080 abonnés,,,,[]";;;;;;;;;;;;;;;;
"Ali EL AZZOUZIAli EL AZZOUZI,""The threat extends to the periphery of the banking sector. Fintechs are becoming prime targets for cybercriminals.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.La menace s'étend à la périphérie du secteur bancaire. Les fintechs deviennent des cibles privilégiées des cybercriminels.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",Founder & CEO - DATAPROTECTFounder & CEO - DATAPROTECT,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Khadija DioufKhadija Diouf,""Andreas KleinschmidtFière de représenter la jeunesse africaine dans le domaine de la cybersécurité grâce à l’initiative#AfricanGirlsCanCodede#unwomen. Merci à Siemens et Allianz pour leur soutien essentiel. Excitée de développer mes compétences et de contribuer à combler le fossé des professionnels qualifiés. Ensemble, façonnons l’avenir de la technologie en Afrique! 💪🌍🔐#WomenInTech#Cybersecurity#IoT#informatique#technology"",Développeuse systèmes embarqués et IoT ||Administratrice réseau et sécurité || passionnée de la cybersécurité ||Ambassadrice African Girls Can Code (AGCCI) d’OnuFemmesDéveloppeuse systèmes embarqués et IoT ||Administratrice réseau et sécurité || passionnée de la cybersécurité ||Ambassadrice African Girls Can Code (AGCCI) d’OnuFemmes,,,,""['AfricanGirlsCanCode', 'unwomen', 'WomenInTech', 'Cybersecurity', 'IoT', 'informatique', 'technology', 'unwomen', 'training', 'cybersecurity', 'unitednations']""";;;;;;;;;;;;;;;;
"Abraham D. Montang SADIOAbraham D. Montang SADIO,La#MinuteCyberavec @Africa CyberSecurity Mag@followers,IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|,,,,""['MinuteCyber', 'MinuteCyber', 'MinuteCyber', 'infosec', 'CAF2024', 'africacybermag', 'news', 'cybersecurity', 'africa']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""▶️Découvrez les moments forts de l'actualité 📗 cyber en Afrique de cette semaine dans notre newsletter. De nouvelles législations, des cyberattaques récentes, jusqu'à la formation des jeunes, la semaine a été riche en événements. Abonnez-vous"",8 957 abonnés8 957 abonnés,,,,[]";;;;;;;;;;;;;;;;
"IPCI AfricaIPCI Africa,""IPCI AfricaisKasperskyAuthorized Training Center, now in English Speaking Africa ( Botswana - Burundi - Eritrea - Ghana - Kenya - Lesotho - Liberia - Malawi - Mauritius - Namibia - Nigeria - Rwanda - Seychelles - South Africa - Swaziland - Tanzania - Uganda - Zambia - Zimbabwe ), in addition to North, West, Central French Speaking Africa.We are proud of our authorized trainersIslam El SherbienyandAlaa Elyazghiwho deliver the technical trainings.For more information, please contact us atcontact@ipci.maor by WhatsApp   +212 771 10 50 80.KasperskyKaspersky France and North, West & Central AfricaHadjira BelhadjAnna IvlevaYulia ShnikovaYolande SmithYuraisha MariAndrew VogesSamer MalakNimira Ayub#IPCIAfrica#Kaspersky#CyberSecurity#CyberSecurityTraining#Cyber#Cyberdefense#Cyberattacks#Formation#Atc#Maroc#Afrique#africa#morocco#training"",579 abonnés579 abonnés,,,,""['IPCIAfrica', 'Kaspersky', 'CyberSecurity', 'CyberSecurityTraining', 'Cyber', 'Cyberdefense', 'Cyberattacks', 'Formation', 'Atc', 'Maroc', 'Afrique', 'africa', 'morocco', 'training']""";;;;;;;;;;;;;;;;
"Chrysostome Nkoumbi-Samba, M.B.A  🟢 OfficielChrysostome Nkoumbi-Samba, M.B.A 🟢 Officiel,""💠 """"Le sentiment d'être sécurisé vs Être sécurisé ou mieux Se sécuriser""""Clément Domingo:#cybersecuritay👉https://lnkd.in/g9GVbNPr💠 """"Ma#reconversiondans la#cybersécuritéa surtout été possible grâce auNYU Law-NYU Tandon MS in Cybersecurity Risk and Strategydont je suis fier d'être diplômé de la première promotion. ...""""Franck Kié👉https://lnkd.in/g257JDRD💠 """"🔵🔘 Après la République de#Guinéeoù j’ai formé les collaborateurs de l’#ANSSI#Guinéeen décembre 2022, le#Gabonen mars 2023, c'est au tour de la République du#Congo.""""Didier SIMBA👉https://lnkd.in/gE4RpspW💠 """"Le Président deSmart Africa,Lacina Koné, a rencontré aujourd'huiIsabel Neto, Practice Manager, Digital Development à la Banque mondiale#banquemondiale. Au menu des échanges, les domaines de collaboration en cours et à venir, notamment en ce qui concerne les#compétencesnumériques.""""#MWC23👉https://lnkd.in/evBHQeAg💠 """"👨🏾‍🏫 Du 11 au 13 novembre, en amont du#SITEC, des formations GRATUITES seront proposées""""Vérone MANKOU👉https://lnkd.in/eBKaHpai💠 """"22 octobre 2023 : Ouverture à Lomé de la première édition du LOME PEACE AND SECURITY FORUM.""""Prof. Robert DUSSEY👉https://lnkd.in/eKujibRv🟢#CyberAfrikTour2063🌍🎯 Les chemins du#Numériquede#Confianceà#ImpactVS le#Cybermois.La#Question#Prioritairede#Civilisation#QPCbyAfriK@CyberSécurité (ACS): Pour l'émergence du Continent#Afrique#africa, faut-il réglementer ou laisser faire le marché de la#formationen cybersécurité ? .Nathalie KIENGA-Aimé Mukuma#ERM#RisquePays#Sensibilisation#strategie#souveraineténumérique#securitenumerique#confiancenumerique#securite#surete#culturecyber#territoires#rcyberara#DPO#RSSI#africaforum#african#worldbank#AmbitionAfrica#GlobalGateway,#DPF#GDPR#Data#ICO#UK#USA#diplomatie#Cooperation#developpement#transition#kunfabo#jenefermepasmabouche#Guinee#Kibaro#LPSF2023#LOME#FORUM#PAIX#APA#TOGO#S3B2023#Sommet3bassins#summitof3basins#Africaforum#SustainableInvestment#SommetDesTroisBassins#Environnement#ChangementClimatique#troisbassins"",Président chez AFRIK@CYBERSECURITE / Comité Scientifique CYBERAFRIKTOUR2063Président chez AFRIK@CYBERSECURITE / Comité Scientifique CYBERAFRIKTOUR2063,,,,""['cybersecuritay', 'reconversion', 'cybersécurité', 'Guinée', 'ANSSI', 'Guinée', 'Gabon', 'Congo', 'banquemondiale', 'compétences', 'MWC23', 'SITEC', 'CyberAfrikTour2063', 'Numérique', 'Confiance', 'Impact', 'Cybermois', 'Question', 'Prioritaire', 'Civilisation', 'QPC', 'Afrique', 'africa', 'formation', 'ERM', 'RisquePays', 'Sensibilisation', 'strategie', 'souveraineténumérique', 'securitenumerique', 'confiancenumerique', 'securite', 'surete', 'culturecyber', 'territoires', 'rcyberara', 'DPO', 'RSSI', 'africaforum', 'african', 'worldbank', 'AmbitionAfrica', 'GlobalGateway', 'DPF', 'GDPR', 'Data', 'ICO', 'UK', 'USA', 'diplomatie', 'Cooperation', 'developpement', 'transition', 'kunfabo', 'jenefermepasmabouche', 'Guinee', 'Kibaro', 'LPSF2023', 'LOME', 'FORUM', 'PAIX', 'APA', 'TOGO', 'S3B2023', 'Sommet3bassins', 'summitof3basins', 'Africaforum', 'SustainableInvestment', 'SommetDesTroisBassins', 'Environnement', 'ChangementClimatique', 'troisbassins', 'Projectmanagement', 'workinginsilos']""";;;;;;;;;;;;;;;;
"Central Africa IGFCentral Africa IGF,""#DigitalInclusion,#Cybersecurity&#Sustainabilityare among one of the courses on the School of the Internet GouvernanceClick on the link below and applyhttps://lnkd.in/eXgVPiZE#FGI#FGI_AC#SIG_CA#FGI_AC23#FGICmr#InternetGovernancecmr#YIGFcmr#IGF_femme"",63 abonnés63 abonnés,,,,""['DigitalInclusion', 'Cybersecurity', 'Sustainability', 'FGI', 'FGI_AC', 'SIG_CA', 'FGI_AC23', 'FGICmr', 'InternetGovernancecmr', 'YIGFcmr', 'IGF_femme']""";;;;;;;;;;;;;;;;
"Clea StrydomClea Strydom,""It was a tremendous honour to contribute to this important body of work on Digital Law in Africa, with my article """"The lack of complementarity between cybersecurity measures and human rights: a study of four SADC countries."""" A big thank youAnne-Thida Norodom, her colleagues, and Lancier-Intersentia for the opportunity.For those interested, the book can be purchased here:https://lnkd.in/gvJnCyRA#africa#sadc#digitiallaw#cybersecurity#law"",Legal Consultant ✪ Project Coordinator - International Public Law | Research & Writing | Policy Design & AnalysisLegal Consultant ✪ Project Coordinator - International Public Law | Research & Writing | Policy Design & Analysis,,,,""['africa', 'sadc', 'digitiallaw', 'cybersecurity', 'law', 'Afrique', 'droit', 'cybersecurity', 'personaldata', 'digitallaw', 'digitaltransformation', 'digitaldevelopment', 'Africa']""";;;;;;;;;;;;;;;;
"Communications Africa/AfriqueCommunications Africa/Afrique,""How is Check Point addressing the cybersecurity skills shortage, particularly in Africa?A leading provider of cybersecurity solutions globally,Check Point Software Technologies Ltd., has partnered with theCyberSafe Foundation, a non-governmental organization in Africa, to tackle the ongoing cybersecurity skills gap. Through Check Point's SecureAcademy program, this collaboration aims to support Cybersafe's CyberGirls initiative, providing free cutting-edge cybersecurity education to women aged 18 to 28. This initiative not only empowers women with technical skills but also closes the gender gap in the industry and uplifts underserved communities in Africa, while combatting the rising threat of cybercrime.“We are extremely proud of the impact our programs have had on the lives of many of our fellows, helping young women gain access to life changing opportunities,” stated Confidence Staveley, the founder and executive director Cybersafe Foundation. """"Our partnership with Check Point will contribute immensely to our disruptive educational model by providing free quality cybersecurity training to the CyberGirls community.""""Pankaj Bhula, regional director, Africa at Check Point added, “Education is fundamental to combating the increasing volume of cybercrime both at home and abroad. Partnerships such as this one is key in closing the skills gap and helping to create a future employee pipeline in the cybersecurity sector. We are thrilled to be partnering with an organisation that has had so much success in not only this aspect, but also one which has made a real impact on the lives of their fellows through upskilling and education.”Read more:https://lnkd.in/euPcXhzP#EmpowerWomen#CyberSecurity#AfricaTech"",388 abonnés388 abonnés,,,,""['EmpowerWomen', 'CyberSecurity', 'AfricaTech']""";;;;;;;;;;;;;;;;
"IPCI AfricaIPCI Africa,""Formation officielleCheck Point Software Technologies LtdCCSA réussie avec notre PartenaireIMS TECHNOLOGY, assurée par notre unique formateur autorisé Check point MrNouh DROUSSI.IMS TECHNOLOGYYousra AboutaibSoufiane FaddiLrhomari MohamedCheck Point Software Technologies LtdMhammed DiniaIssam EL HADDIOUICheck Point MindAlaa ElyazghiNouh DROUSSISafaa MOUSSAID#IPCIAfrica#Checkpoint#CyberSecurity#CyberSecurityTraining#CCSA#Cyber#Cyberdefense#Cyberattacks#Formation#Atc#Maroc#Afrique"",579 abonnés579 abonnés,,,,""['IPCIAfrica', 'Checkpoint', 'CyberSecurity', 'CyberSecurityTraining', 'CCSA', 'Cyber', 'Cyberdefense', 'Cyberattacks', 'Formation', 'Atc', 'Maroc', 'Afrique']""";;;;;;;;;;;;;;;;
"MARTIAL TIA 🇨🇮 🌐MARTIAL TIA 🇨🇮 🌐,""#Urgent#RESPONSABLEDES#CONSTRUCTIONS- LIGNES#ÉLECTRIQUESHT/THT & SOUS-STATIONS AIS/GISRésumé du poste :Nous sommes à la recherche d'un Responsable de Construction expérimenté dans le domaine des lignes électriques haute tension (HT) et très haute tension (THT) ainsi que des câbles souterrains.Le Responsable des Constructions sera chargé de superviser et de concevoir toutes les activités de construction liées aux projets de sous-stations à isolation aérienne (AIS) et de sous-stations à isolation gazeuse (GIS).Il aura également la responsabilité de gérer les équipes, les ressources et les processus pour garantir le succès des projets dans les délais impartis et en respectant les normes de sécurité et de qualité.Exigences du poste :- Être titulaire d'un#diplômed'#ingénieur#électricienou équivalent.- Expérience professionnelle d'au moins 5 ans dans la réalisation de projets similaires à l'échelle internationale.- Posséder une expertise spécifique dans l'exécution de projets d'énergie électrique de taille et de complexité similaires, de préférence en Afrique subsaharienne, au cours des 5 dernières années.- Expériences minimums de 5 à 10 ans dans la construction de lignes électriques#haute#tension(HT) et très haute tension (THT) ainsi que des câbles souterrains, en particulier pour les sous-stations AIS et GIS.- Excellente connaissance des normes de sécurité et des réglementations en vigueur dans le domaine de la construction électrique.- Maîtriser les méthodes de gestion de projets, et de gestion de contrats.- Capacité à travailler de manière autonome tout en respectant les objectifs et les délais fixés.- Bonne maîtrise des outils informatiques et des logiciels de gestion de projets.- Permis de conduire valide.Si vous correspondez au mieux au profil veuillez postuler via au mail ci-dessous :recrutementpegci@phoenixcga.compcgafrica@phoenixcga.com"",Responsable Talent Management et Conseil RH | Responsable RH | Responsable Recrutement et Formation | Chef de Projets RH et Conseil | Consultant en RH et Organisation d'entrepriseResponsable Talent Management et Conseil RH | Responsable RH | Responsable Recrutement et Formation | Chef de Projets RH et Conseil | Consultant en RH et Organisation d'entreprise,,,,""['Urgent', 'RESPONSABLE', 'CONSTRUCTIONS', 'ÉLECTRIQUES', 'diplôme', 'ingénieur', 'électricien', 'haute', 'tension']""";;;;;;;;;;;;;;;;
